,apartment,approveddate,bbl,bin,block,boroid,borough,buildingid,censustract,certifieddate,class,communityboard,councildistrict,currentstatus,currentstatusdate,currentstatusid,highhousenumber,housenumber,inspectiondate,latitude,longitude,lot,lowhousenumber,newcertifybydate,newcorrectbydate,novdescription,novid,novissueddate,novtype,nta,ordernumber,originalcertifybydate,originalcorrectbydate,postcode,registrationid,story,streetcode,streetname,violationid,violationstatus
23,,2016-09-26,4034770031,4083222,3477,4,QUEENS,675184,589,,B,5,30,NOV SENT OUT,2016-09-27,2,19-26,19-26,2016-09-22,40.70608,-73.906718,31,19-26,,,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE FIRE RETARD MATERIAL AT CEILING AND WALLS  AT PUBLIC HALL, 1st STORY",5523222,2016-09-27,Original,Ridgewood,502,2016-11-15,2016-11-01,11385,409000,1,54090,LINDEN STREET,11405888,Open
24,,2016-09-26,4034770031,4083222,3477,4,QUEENS,675184,589,,A,5,30,NOV SENT OUT,2016-09-27,2,19-26,19-26,2016-09-22,40.70608,-73.906718,31,19-26,,,SECTION 27-2014 ADM CODE  AND DEPT. RULES AND REGULATIONS. SCRAPE AND REMOVE RUST SCALES AND PAINT WITH 2 COATS OF PAINT ALL STORIES AND BALCONIES REAR    AT FIRE ESCAPE,5523221,2016-09-27,Original,Ridgewood,561,2017-01-14,2016-12-31,11385,409000,All Stories,54090,LINDEN STREET,11405922,Open
25,,2016-09-26,4034770031,4083222,3477,4,QUEENS,675184,589,,A,5,30,NOV SENT OUT,2016-09-27,2,19-26,19-26,2016-09-22,40.70608,-73.906718,31,19-26,,,SECTION  27-2005 ADM CODE  PAINT METAL IN ACCORDANCE WITH DEPT. REGULATION CORNICE AT ROOF  FRONT OF BUILDING,5523221,2016-09-27,Original,Ridgewood,554,2017-01-14,2016-12-31,11385,409000,Roof,54090,LINDEN STREET,11405940,Open
26,1R,2017-03-19,4034770031,4083222,3477,4,QUEENS,675184,589,,B,5,30,NOV SENT OUT,2017-03-20,2,19-26,19-26,2017-03-18,40.70608,-73.906718,31,19-26,,,"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF ROACHES IN THE ENTIRE APARTMENT  LOCATED AT APT 1R, 1st STORY",5707988,2017-03-20,Original,Ridgewood,568,2017-05-08,2017-04-24,11385,409000,1,54090,LINDEN STREET,11696695,Open
27,3R,2017-03-20,4034770031,4083222,3477,4,QUEENS,675184,589,,B,5,30,NOV SENT OUT,2017-03-21,2,19-26,19-26,2017-03-18,40.70608,-73.906718,31,19-26,,,"SECTION 27-2005, 2007 ADM CODE  FIRE EGRESS DEFECTIVE. REMOVE OBSTRUCTING BARS OR UNLAWFUL GATES FROM WINDOW TO FIRE ESCAPE OR PROVIDE APPROVED TYPE GATE ,  IN THE KITCHEN  LOCATED AT APT 3R, 3rd STORY, 1st APARTMENT FROM NORTH AT EAST",5708979,2017-03-21,Original,Ridgewood,521,2017-05-09,2017-04-25,11385,409000,3,54090,LINDEN STREET,11697893,Open
28,,2017-03-20,4034770031,4083222,3477,4,QUEENS,675184,589,2017-03-30,C,5,30,VIOLATION CLOSED,2017-05-04,19,19-26,19-26,2017-03-18,40.70608,-73.906718,31,19-26,,,"SECTION 27-2005 ADM CODE  FIRE ESCAPE DEFECTIVE. REPLACE WITH NEW THE BROKEN, DEFECTIVE AND/OR MISSING 6 METAL TREAD UP FROM BOTTOM  AT  REAR FIRE ESCAPE  , 2nd STORY",5708980,2017-03-21,Original,Ridgewood,512,2017-04-03,2017-03-29,11385,409000,2,54090,LINDEN STREET,11697899,Close
29,1R,2017-03-24,4034770031,4083222,3477,4,QUEENS,675184,589,,B,5,30,NOV SENT OUT,2017-03-27,2,19-26,19-26,2017-03-22,40.70608,-73.906718,31,19-26,,,"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF ROACHES LOCATED AT APT 1R, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST",5712406,2017-03-27,Original,Ridgewood,568,2017-05-15,2017-05-01,11385,409000,1,54090,LINDEN STREET,11703175,Open
30,1R,2017-03-24,4034770031,4083222,3477,4,QUEENS,675184,589,,A,5,30,NOV SENT OUT,2017-03-27,2,19-26,19-26,2017-03-22,40.70608,-73.906718,31,19-26,,,"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT CEILING AND WALLS  IN THE ENTIRE APARTMENT  LOCATED AT APT 1R, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST",5712405,2017-03-27,Original,Ridgewood,556,2017-07-14,2017-06-30,11385,409000,1,54090,LINDEN STREET,11703176,Open
31,1R,2017-03-24,4034770031,4083222,3477,4,QUEENS,675184,589,,B,5,30,NOV SENT OUT,2017-03-27,2,19-26,19-26,2017-03-22,40.70608,-73.906718,31,19-26,,,"SECTION 27-2045 ADM CODE  REPAIR OR REPLACE THE SMOKE DETECTOR MISSING  LOCATED AT APT 1R, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST",5712406,2017-03-27,Original,Ridgewood,702,2017-05-15,2017-05-01,11385,409000,1,54090,LINDEN STREET,11703180,Open
32,1R,2017-03-24,4034770031,4083222,3477,4,QUEENS,675184,589,,B,5,30,NOV SENT OUT,2017-03-27,2,19-26,19-26,2017-03-22,40.70608,-73.906718,31,19-26,,,"SECTION 27-2046.1, 2046.2 HMC: PROVIDE AN APPROVED AND OPERATIONAL CARBON MONOXIDE DETECTING DEVICE, INSTALLED IN ACCORDANCE WITH APPLICABLE LAW AND RULES. LOCATED AT APT 1R, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST",5712406,2017-03-27,Original,Ridgewood,1502,2017-05-15,2017-05-01,11385,409000,1,54090,LINDEN STREET,11703181,Open
33,1R,2017-05-16,4034770031,4083222,3477,4,QUEENS,675184,589,,A,5,30,NOV SENT OUT,2017-05-17,2,19-26,19-26,2017-05-12,40.70608,-73.906718,31,19-26,,,"SECTION 27-2026 ADM CODE  REPAIR THE LEAKY AND/OR DEFECTIVE FAUCETS AT THE BATHTUB  IN THE BATHROOM  LOCATED AT APT 1R, 1st STORY, APARTMENT AT  SOUTH",5753664,2017-05-17,Original,Ridgewood,579,2017-09-03,2017-08-20,11385,409000,1,54090,LINDEN STREET,11782685,Open
34,1R,2017-05-16,4034770031,4083222,3477,4,QUEENS,675184,589,,B,5,30,NOV SENT OUT,2017-05-17,2,19-26,19-26,2017-05-12,40.70608,-73.906718,31,19-26,,,"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF ROACHES IN THE ENTIRE APARTMENT  LOCATED AT APT 1R, 1st STORY, APARTMENT AT  SOUTH",5753665,2017-05-17,Original,Ridgewood,568,2017-07-05,2017-06-21,11385,409000,1,54090,LINDEN STREET,11782690,Open
35,1R,2017-05-16,4034770031,4083222,3477,4,QUEENS,675184,589,,B,5,30,NOV SENT OUT,2017-05-17,2,19-26,19-26,2017-05-12,40.70608,-73.906718,31,19-26,,,"SECTION 27-2045 ADM CODE  REPAIR OR REPLACE THE SMOKE DETECTOR MISSING  IN THE ENTIRE APARTMENT  LOCATED AT APT 1R, 1st STORY, APARTMENT AT  SOUTH",5753665,2017-05-17,Original,Ridgewood,702,2017-07-05,2017-06-21,11385,409000,1,54090,LINDEN STREET,11782699,Open
36,1R,2017-05-16,4034770031,4083222,3477,4,QUEENS,675184,589,,B,5,30,NOV SENT OUT,2017-05-17,2,19-26,19-26,2017-05-12,40.70608,-73.906718,31,19-26,,,"SECTION 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). MISSING  IN THE ENTIRE APARTMENT  LOCATED AT APT 1R, 1st STORY, APARTMENT AT  SOUTH",5753665,2017-05-17,Original,Ridgewood,1503,2017-07-05,2017-06-21,11385,409000,1,54090,LINDEN STREET,11782706,Open
37,1R,2014-01-11,4034770031,4083222,3477,4,QUEENS,675184,589,2014-01-21,C,5,30,VIOLATION DISMISSED,2014-04-03,9,19-26,19-26,2014-01-10,40.70608,-73.906718,31,19-26,,,"SECTION 27-2005 ADM CODE & 309 M/D LAW  ABATE THE NUISANCE CONSISTING OF SCALDING HOT WATER AT TEMPERATURE 160* F   IN THE ENTIRE APARTMENT  LOCATED AT APT 1R, 1st STORY",4758221,2014-01-13,Original,Ridgewood,510,2014-01-26,2014-01-21,11385,409000,1,54090,LINDEN STREET,10093168,Close
38,1R,2014-02-17,4034770031,4083222,3477,4,QUEENS,675184,589,2014-03-10,B,5,30,VIOLATION CLOSED,2014-05-15,19,19-26,19-26,2014-02-17,40.70608,-73.906718,31,19-26,,,"SECTION 27-2037, 2038 HMC: PROVIDE A SAFE AND ADEQUATE SUPPLY OF ELECTRIC SERVICE TO THE FIXTURES AT CEILING  IN THE BATHROOM  LOCATED AT APT 1R, 1st STORY",4782673,2014-02-18,Original,Ridgewood,688,2014-04-08,2014-03-25,11385,409000,1,54090,LINDEN STREET,10140096,Close
39,1R,2014-02-17,4034770031,4083222,3477,4,QUEENS,675184,589,2014-03-10,B,5,30,NOT COMPLIED WITH,2014-05-15,21,19-26,19-26,2014-02-17,40.70608,-73.906718,31,19-26,,,"SECTION 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK CEILING  IN THE BATHROOM  LOCATED AT APT 1R, 1st STORY",4782673,2014-02-18,Original,Ridgewood,583,2014-04-08,2014-03-25,11385,409000,1,54090,LINDEN STREET,10140100,Open
40,2R,1980-01-18,4034770031,4083222,3477,4,QUEENS,675184,589,,B,5,30,VIOLATION CLOSED,2013-03-28,19,19-26,19-26,1980-01-18,40.70608,-73.906718,31,19-26,,,"D26-10.01 ADM CODE  REPLACE WITH NEW THE BROKEN OR DEFECTIVE BOTTOM SASH OF WINDOW GLASS 2 STY WEST APT 2R KITCHEN. , SECTION '' ''",3321487,2008-06-12,Reissued,Ridgewood,505,2008-07-31,2008-07-17,11385,409000,,54090,LINDEN STREET,288126,Close
41,2R,1980-01-18,4034770031,4083222,3477,4,QUEENS,675184,589,,A,5,30,VIOLATION CLOSED,2013-03-28,19,19-26,19-26,1980-01-18,40.70608,-73.906718,31,19-26,,,"D26-12.01 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT CLG 2 STY WEST APT 2R PVT HALL & 2ND ROOM FROM FRNT. , SECTION '' ''",3321488,2008-06-12,Reissued,Ridgewood,556,2008-09-29,2008-09-15,11385,409000,,54090,LINDEN STREET,288127,Close
42,2R,1980-01-18,4034770031,4083222,3477,4,QUEENS,675184,589,,C,5,30,VIOLATION CLOSED,2013-03-28,19,19-26,19-26,1980-01-18,40.70608,-73.906718,31,19-26,,,"D26-10.01 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR CLG 2 STY WEST APT 2R BATHRM ER1. , SECTION '' ''",3321489,2008-06-12,Reissued,Ridgewood,508,2008-06-23,2008-06-18,11385,409000,,54090,LINDEN STREET,288128,Close
43,2R,1980-01-18,4034770031,4083222,3477,4,QUEENS,675184,589,,C,5,30,VIOLATION CLOSED,2013-03-28,19,19-26,19-26,1980-01-18,40.70608,-73.906718,31,19-26,,,"D26-10.01 ADM CODE  ABATE THE NUISANCE CONSISTING OF EXTENSION WIRE 2 STY WEST APT 2R TO 2 STY PUB HALL. , SECTION '' ''",3321489,2008-06-12,Reissued,Ridgewood,510,2008-06-23,2008-06-18,11385,409000,,54090,LINDEN STREET,288129,Close
44,,1980-08-05,4034770031,4083222,3477,4,QUEENS,675184,589,,A,5,30,NOT COMPLIED WITH,2009-05-28,21,19-26,19-26,1980-08-05,40.70608,-73.906718,31,19-26,,,SECTION 300 M/D LAW  FILE PLANS AND APPLICATION AND LEGALIZE THE FOLLOWING ALTERATION OR RESTORE TO THE LEGAL CONDITION EXISTING PRIOR TO THE MAKING OF SAID ALTERATION  WOOD & SHEETROCK PARTITION INSTALLED CELLAR AT FRONT STORERM.,3321488,2008-06-12,Reissued,Ridgewood,491,2008-09-29,2008-09-15,11385,409000,Cellar,54090,LINDEN STREET,288132,Open
45,,1980-09-10,4034770031,4083222,3477,4,QUEENS,675184,589,,A,5,30,NOT COMPLIED WITH,2009-05-28,21,19-26,19-26,1980-09-10,40.70608,-73.906718,31,19-26,,,SECTION 300 M/D LAW  FILE PLANS AND APPLICATION AND LEGALIZE THE FOLLOWING ALTERATION OR RESTORE TO THE LEGAL CONDITION EXISTING PRIOR TO THE MAKING OF SAID ALTERATION  DOOR INSTALLED SEPARATING CELLAR FRONT FROM REAR.,3321488,2008-06-12,Reissued,Ridgewood,491,2008-09-29,2008-09-15,11385,409000,Cellar,54090,LINDEN STREET,288134,Open
46,,1980-09-10,4034770031,4083222,3477,4,QUEENS,675184,589,,A,5,30,NOT COMPLIED WITH,2009-05-28,21,19-26,19-26,1980-09-10,40.70608,-73.906718,31,19-26,,,SECTION 300 M/D LAW  FILE PLANS AND APPLICATION AND LEGALIZE THE FOLLOWING ALTERATION OR RESTORE TO THE LEGAL CONDITION EXISTING PRIOR TO THE MAKING OF SAID ALTERATION  INNER WALL OF NORTHEAST FRONT AIR INTAKE REMOVED ENLARGING CELLAR.,3321488,2008-06-12,Reissued,Ridgewood,491,2008-09-29,2008-09-15,11385,409000,Cellar,54090,LINDEN STREET,288135,Open
47,2R,1984-03-06,4034770031,4083222,3477,4,QUEENS,675184,589,,B,5,30,VIOLATION CLOSED,2013-03-28,19,19-26,19-26,1984-03-06,40.70608,-73.906718,31,19-26,,,"D26-13.03 ADM CODE  ABATE THE NUISANCE CONSISTING OF VERMIN ROACHES 2 STY APT 2R KITCHEN. , SECTION '' ''",3321487,2008-06-12,Reissued,Ridgewood,566,2008-07-31,2008-07-17,11385,409000,,54090,LINDEN STREET,288136,Close
48,2R,1984-03-06,4034770031,4083222,3477,4,QUEENS,675184,589,,B,5,30,VIOLATION CLOSED,2013-03-28,19,19-26,19-26,1984-03-06,40.70608,-73.906718,31,19-26,,,"D26-10.01 ADM CODE  PROPERLY SECURE THE LOOSE ELECTRICAL CLG FIXTURE 2 STY APT 2R KITCHEN. , SECTION '' ''",3321487,2008-06-12,Reissued,Ridgewood,509,2008-07-31,2008-07-17,11385,409000,,54090,LINDEN STREET,288137,Close
49,2R,1984-03-06,4034770031,4083222,3477,4,QUEENS,675184,589,,B,5,30,VIOLATION CLOSED,2013-03-28,19,19-26,19-26,1984-03-06,40.70608,-73.906718,31,19-26,,,"D26-10.01 ADM CODE  REPLACE WITH NEW THE BROKEN OR DEFECTIVE GLASS 2 STY APT 2R KITCHEN NORTH WINDOW LOWER SASH. , SECTION '' ''",3321487,2008-06-12,Reissued,Ridgewood,505,2008-07-31,2008-07-17,11385,409000,,54090,LINDEN STREET,288138,Close
50,2R,1984-03-06,4034770031,4083222,3477,4,QUEENS,675184,589,,B,5,30,VIOLATION CLOSED,2013-03-28,19,19-26,19-26,1984-03-06,40.70608,-73.906718,31,19-26,,,"D26-10.01 ADM CODE & 309 M/D LAW  ABATE THE NUISANCE CONSISTING OF CONCEALED CLG LEAK 2 STY APT 2R 2 ROOM FROM FRONT. , SECTION '' ''",3321487,2008-06-12,Reissued,Ridgewood,510,2008-07-31,2008-07-17,11385,409000,,54090,LINDEN STREET,288139,Close
51,2R,1984-03-06,4034770031,4083222,3477,4,QUEENS,675184,589,,A,5,30,VIOLATION CLOSED,2013-03-28,19,19-26,19-26,1984-03-06,40.70608,-73.906718,31,19-26,,,"D26-10.01 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR CLG 2 STY APT 2R 2 ROOM FRONT. , SECTION '' ''",3321488,2008-06-12,Reissued,Ridgewood,508,2008-09-29,2008-09-15,11385,409000,,54090,LINDEN STREET,288140,Close
52,2R,1984-03-06,4034770031,4083222,3477,4,QUEENS,675184,589,,A,5,30,VIOLATION CLOSED,2013-03-28,19,19-26,19-26,1984-03-06,40.70608,-73.906718,31,19-26,,,"D26-10.01 ADM CODE  REPLACE WITH NEW THE MISSING WALL TILE 2 STY APT 2R BATHROOM AROUND WATER CLOSET. , SECTION '' ''",3321488,2008-06-12,Reissued,Ridgewood,506,2008-09-29,2008-09-15,11385,409000,,54090,LINDEN STREET,288141,Close
53,2R,1984-07-31,4034770031,4083222,3477,4,QUEENS,675184,589,,B,5,30,VIOLATION CLOSED,2013-03-28,19,19-26,19-26,1984-07-31,40.70608,-73.906718,31,19-26,,,"D26-10.01 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR CLG OF 2 ROOM FROM FRONT 2 STY APT 2R. , SECTION '' ''",3321487,2008-06-12,Reissued,Ridgewood,508,2008-07-31,2008-07-17,11385,409000,,54090,LINDEN STREET,288142,Close
54,1R,2006-04-16,4034770031,4083222,3477,4,QUEENS,675184,589,,B,5,30,VIOLATION CLOSED,2013-03-28,19,19-26,19-26,2006-04-16,40.70608,-73.906718,31,19-26,,,"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR WALLS & CEILING  IN THE ENTIRE APARTMENT  LOCATED AT APT 1R, 1st STORY, APARTMENT AT  WEST",2653558,2006-04-17,Original,Ridgewood,508,2006-06-10,2006-05-27,11385,409000,1,54090,LINDEN STREET,6108854,Close
55,1R,2006-07-31,4034770031,4083222,3477,4,QUEENS,675184,589,,A,5,30,VIOLATION CLOSED,2013-03-28,19,19-26,19-26,2006-07-27,40.70608,-73.906718,31,19-26,,,"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR  WALLS IN ALL ROOMS   IN THE ENTIRE APARTMENT  LOCATED AT APT 1R, 1st STORY",2785297,2006-08-01,Original,Ridgewood,508,2006-11-23,2006-11-09,11385,409000,1,54090,LINDEN STREET,6289138,Close
56,1R,2006-07-31,4034770031,4083222,3477,4,QUEENS,675184,589,,A,5,30,VIOLATION CLOSED,2013-03-28,19,19-26,19-26,2006-07-27,40.70608,-73.906718,31,19-26,,,"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR CEILING IN ALL ROOMS  IN THE ENTIRE APARTMENT  LOCATED AT APT 1R, 1st STORY",2785297,2006-08-01,Original,Ridgewood,508,2006-11-23,2006-11-09,11385,409000,1,54090,LINDEN STREET,6289140,Close
57,1R,2006-08-23,4034770031,4083222,3477,4,QUEENS,675184,589,,B,5,30,VIOLATION CLOSED,2013-10-18,19,19-26,19-26,2006-08-22,40.70608,-73.906718,31,19-26,,,"SECTION 27-2005, 2007 ADM CODE  ARRANGE AND MAKE SELF-CLOSING THE DOORS ,AT FRONT AND REAR ENTRANCE TO APARTMENT  LOCATED AT APT 1R, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST",2799588,2006-08-24,Original,Ridgewood,530,2006-10-17,2006-10-03,11385,409000,1,54090,LINDEN STREET,6329156,Close
58,1R,2006-09-08,4034770031,4083222,3477,4,QUEENS,675184,589,,B,5,30,VIOLATION CLOSED,2013-03-28,19,19-26,19-26,2006-09-06,40.70608,-73.906718,31,19-26,,,"SECTION 27-2018 ADM CODE  ABATE THE NUISANCE CONSISTING OF VERMIN ROACHES  IN THE ENTIRE APARTMENT  LOCATED AT APT 1R, 1st STORY, APARTMENT AT  WEST",2809724,2006-09-11,Original,Ridgewood,566,2006-11-04,2006-10-21,11385,409000,1,54090,LINDEN STREET,6355487,Close
59,1R,2007-09-09,4034770031,4083222,3477,4,QUEENS,675184,589,,A,5,30,VIOLATION CLOSED,2013-10-18,19,19-26,19-26,2007-09-08,40.70608,-73.906718,31,19-26,,,"SECTION 27-2005 ADM CODE  REFIT DOOR   IN THE 1st ROOM  FROM NORTH LOCATED AT APT 1R, 1st STORY, APARTMENT AT  WEST",3093045,2007-09-10,Original,Ridgewood,529,2007-12-28,2007-12-14,11385,409000,1,54090,LINDEN STREET,6919431,Close
60,1R,2009-09-14,4034770031,4083222,3477,4,QUEENS,675184,589,2009-11-19,B,5,30,VIOLATION CLOSED,2013-03-28,19,19-26,19-26,2009-09-08,40.70608,-73.906718,31,19-26,,,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE WOOD FLOOR  IN THE 3rd ROOM  FROM NORTH LOCATED AT APT 1R, 1st STORY, 1st APARTMENT FROM WEST AT NORTH",3749878,2009-09-15,Original,Ridgewood,502,2009-11-03,2009-10-20,11385,409000,1,54090,LINDEN STREET,8056391,Close
61,1R,2009-09-14,4034770031,4083222,3477,4,QUEENS,675184,589,2009-11-19,B,5,30,VIOLATION CLOSED,2013-03-28,19,19-26,19-26,2009-09-08,40.70608,-73.906718,31,19-26,,,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE WOOD FLOOR  IN THE KITCHEN  LOCATED AT APT 1R, 1st STORY, 1st APARTMENT FROM WEST AT NORTH",3749878,2009-09-15,Original,Ridgewood,502,2009-11-03,2009-10-20,11385,409000,1,54090,LINDEN STREET,8056392,Close
62,1R,2009-09-14,4034770031,4083222,3477,4,QUEENS,675184,589,2009-11-19,B,5,30,VIOLATION CLOSED,2013-03-28,19,19-26,19-26,2009-09-08,40.70608,-73.906718,31,19-26,,,"SECTION 27-2018 ADM CODE  ABATE THE NUISANCE CONSISTING OF VERMIN ROACHES  IN THE ENTIRE APARTMENT  LOCATED AT APT 1R, 1st STORY, 1st APARTMENT FROM WEST AT NORTH",3749878,2009-09-15,Original,Ridgewood,566,2009-11-03,2009-10-20,11385,409000,1,54090,LINDEN STREET,8056393,Close
63,1R,2009-09-14,4034770031,4083222,3477,4,QUEENS,675184,589,,A,5,30,VIOLATION CLOSED,2013-03-28,19,19-26,19-26,2009-09-08,40.70608,-73.906718,31,19-26,2010-02-22,2010-02-17,"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT ALL WALL & CEILINGS THRU-OUT  IN THE ENTIRE APARTMENT  LOCATED AT APT 1R, 1st STORY, 1st APARTMENT FROM WEST AT NORTH",3749877,2009-09-15,Original,Ridgewood,556,2010-01-02,2009-12-19,11385,409000,1,54090,LINDEN STREET,8056394,Close
64,1R,2011-03-07,4034770031,4083222,3477,4,QUEENS,675184,589,,B,5,30,VIOLATION CLOSED,2013-03-28,19,19-26,19-26,2011-03-06,40.70608,-73.906718,31,19-26,,,"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF BEDBUGS IN THE ENTIRE APARTMENT  LOCATED AT APT 1R, 1st STORY, APARTMENT AT  SOUTH",4127854,2011-03-08,Original,Ridgewood,570,2011-04-26,2011-04-12,11385,409000,1,54090,LINDEN STREET,8843518,Close
65,1R,2011-03-07,4034770031,4083222,3477,4,QUEENS,675184,589,,B,5,30,VIOLATION CLOSED,2013-03-28,19,19-26,19-26,2011-03-06,40.70608,-73.906718,31,19-26,,,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE LOWER WINDOW SASH  IN THE KITCHEN  LOCATED AT APT 1R, 1st STORY, APARTMENT AT  SOUTH",4127854,2011-03-08,Original,Ridgewood,501,2011-04-26,2011-04-12,11385,409000,1,54090,LINDEN STREET,8843541,Close
66,1R,2011-03-07,4034770031,4083222,3477,4,QUEENS,675184,589,,A,5,30,VIOLATION CLOSED,2013-03-28,19,19-26,19-26,2011-03-06,40.70608,-73.906718,31,19-26,,,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE WOOD FLOOR  IN THE KITCHEN  LOCATED AT APT 1R, 1st STORY, APARTMENT AT  SOUTH",4127853,2011-03-08,Original,Ridgewood,502,2011-06-25,2011-06-11,11385,409000,1,54090,LINDEN STREET,8843543,Close
67,1R,2011-03-07,4034770031,4083222,3477,4,QUEENS,675184,589,,A,5,30,VIOLATION CLOSED,2013-03-28,19,19-26,19-26,2011-03-06,40.70608,-73.906718,31,19-26,,,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE WOOD FLOOR  IN THE 2nd ROOM  FROM EAST LOCATED AT APT 1R, 1st STORY, APARTMENT AT  SOUTH",4127853,2011-03-08,Original,Ridgewood,502,2011-06-25,2011-06-11,11385,409000,1,54090,LINDEN STREET,8843545,Close
68,1R,2011-03-07,4034770031,4083222,3477,4,QUEENS,675184,589,,A,5,30,VIOLATION CLOSED,2013-03-28,19,19-26,19-26,2011-03-06,40.70608,-73.906718,31,19-26,,,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE MEDICINE CABINET  IN THE BATHROOM  LOCATED AT APT 1R, 1st STORY, APARTMENT AT  SOUTH",4127853,2011-03-08,Original,Ridgewood,501,2011-06-25,2011-06-11,11385,409000,1,54090,LINDEN STREET,8843550,Close
69,1R,2011-03-07,4034770031,4083222,3477,4,QUEENS,675184,589,,B,5,30,VIOLATION CLOSED,2013-03-28,19,19-26,19-26,2011-03-06,40.70608,-73.906718,31,19-26,,,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE CERAMIC TILE FLOOR  IN THE BATHROOM  LOCATED AT APT 1R, 1st STORY, APARTMENT AT  SOUTH",4127854,2011-03-08,Original,Ridgewood,502,2011-04-26,2011-04-12,11385,409000,1,54090,LINDEN STREET,8843552,Close
70,1R,2011-03-07,4034770031,4083222,3477,4,QUEENS,675184,589,,A,5,30,VIOLATION CLOSED,2013-03-28,19,19-26,19-26,2011-03-06,40.70608,-73.906718,31,19-26,,,"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE CEILINGS AND WALLS  IN THE ENTIRE APARTMENT  LOCATED AT APT 1R, 1st STORY, APARTMENT AT  SOUTH",4127853,2011-03-08,Original,Ridgewood,508,2011-06-25,2011-06-11,11385,409000,1,54090,LINDEN STREET,8843556,Close
71,1R,2011-06-16,4034770031,4083222,3477,4,QUEENS,675184,589,,B,5,30,VIOLATION CLOSED,2013-03-28,19,19-26,19-26,2011-06-15,40.70608,-73.906718,31,19-26,,,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE COUNTER BALANCE AT LOWER WINDOW SASH  IN THE KITCHEN  LOCATED AT APT 1R, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST",4194306,2011-06-17,Original,Ridgewood,501,2011-08-05,2011-07-22,11385,409000,1,54090,LINDEN STREET,8984340,Close
72,1R,2011-06-16,4034770031,4083222,3477,4,QUEENS,675184,589,,B,5,30,VIOLATION CLOSED,2013-03-28,19,19-26,19-26,2011-06-15,40.70608,-73.906718,31,19-26,,,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE CERAMIC TILE AT FLOOR  IN THE BATHROOM  LOCATED AT APT 1R, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST",4194306,2011-06-17,Original,Ridgewood,502,2011-08-05,2011-07-22,11385,409000,1,54090,LINDEN STREET,8984341,Close
