index,date_utc,full_text,geoenabled,location,long_lat,user
3881,Fri Jun 24 00:56:37 +0000 2016,911 is a Joke! @ Canalside Buffalo https://t.co/pPgH7Flgms,TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",Ronnie14208
3882,Fri Jun 24 00:55:31 +0000 2016,#PublicEnemy #911IsAJoke #canalsidebuffalo #squarbor @ Canalside Buffalo https://t.co/xahWoVyBuL,TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",collin_gehl
3883,Fri Jun 24 00:55:15 +0000 2016,Public Enemy boooooyyyyyy!!!!!!! (Flava Flav Voice) @ Canalside Buffalo https://t.co/aWbWjHeq9t,TRUE,"Buffalo, New York","{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",maddukez
3884,Fri Jun 24 00:54:02 +0000 2016,@publicenemyftp #buffalo     ✊🏾💚❤️ @ Canalside Buffalo https://t.co/eIwDmTfzhS,TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",Trevthorne
3885,Fri Jun 24 00:52:03 +0000 2016,buffalove @ Canalside Buffalo https://t.co/rXUIW6Zif1,TRUE,,"{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",ClaireMalak
3886,Fri Jun 24 00:45:05 +0000 2016,#publicenemy #Buffalo @ Canalside Buffalo https://t.co/mdxgYYD7os,TRUE,"42.920510, -78.891425","{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",xmozx
3887,Fri Jun 24 00:23:01 +0000 2016,"Public Enemy. I hear they bring noise with them. (at @CanalsideBflo in Buffalo, NY) https://t.co/GkNNFt19AG",TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.87863874, 42.87646729]}",princeo
3888,Fri Jun 24 00:21:35 +0000 2016,"Squarbor (at @CanalsideBflo in Buffalo, NY) https://t.co/p9oT3MhFl2",TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.87863874, 42.87646729]}",collin_gehl
3889,Fri Jun 24 00:18:22 +0000 2016,Public Enemy show @ Canalside Buffalo https://t.co/ZEgquVGR28,TRUE,"Buffganhistan, NY","{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",PrincedOut
3890,Fri Jun 24 00:07:29 +0000 2016,"When the CEO OF #KSLIFESTYLEPROVIDERS pull up, its nothing but a #mercedes 

Get Your… https://t.co/HtKKFmTf66",TRUE,International,"{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",1K_Simmons
3891,Fri Jun 24 00:06:09 +0000 2016,Changing up the usual workout routine 🌊☯🌀 @ Canalside Buffalo https://t.co/GSmU0gkgmr,TRUE,,"{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",Maddi_Bauer
3892,Fri Jun 24 00:05:11 +0000 2016,From @chaehawk to #BuffaloAfroBeatOrchestra to this?!?!?? To lead into #PublicEnemy... TF!? @… https://t.co/aB5mEJp9yk,TRUE,Planet Blaque Star,"{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",TheFunkyBuffalo
3893,Fri Jun 24 00:03:46 +0000 2016,"I'm at @CanalsideBflo in Buffalo, NY https://t.co/y68uUcZFgr",TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.87863874, 42.87646729]}",marcodien
3894,Fri Jun 24 00:03:46 +0000 2016,"I'm at @CanalsideBflo in Buffalo, NY https://t.co/y68uUcZFgr",TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.87863874, 42.87646729]}",marcodien
3895,Thu Jun 23 23:35:21 +0000 2016,"I'm at @CanalsideBflo in Buffalo, NY https://t.co/S546krJmUs",TRUE,"Buffalo, New York","{'type': 'Point', 'coordinates': [-78.87863874, 42.87646729]}",jeffreybigmoney
3896,Thu Jun 23 23:35:21 +0000 2016,"I'm at @CanalsideBflo in Buffalo, NY https://t.co/S546krJmUs",TRUE,"Buffalo, New York","{'type': 'Point', 'coordinates': [-78.87863874, 42.87646729]}",jeffreybigmoney
3897,Thu Jun 23 23:01:02 +0000 2016,"""WHAT-THE-FUCK is going on?"" 👀💩👎🏾
#CelebrityDJ #DjLife #KillMeNOW #Vegas #WTF… https://t.co/oPVmS2NuQO",TRUE,ATL. World CitiZen,"{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",DjLORDofficial
3898,Thu Jun 23 22:28:57 +0000 2016,Peace will win fear will løse #ers2016 #buffaloroadshow @ Canalside Buffalo https://t.co/vdWNY5YDTN,TRUE,"Napa, CA","{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",tsavage96
3899,Thu Jun 23 22:26:44 +0000 2016,"""When I retire I'll get worshiped like a old battleship""⚓️
-LL Cool J
#BuffaloNY #DjLORD #ImBad… https://t.co/9HRMm5QPqZ",TRUE,ATL. World CitiZen,"{'type': 'Point', 'coordinates': [-78.8792611, 42.8775383]}",DjLORDofficial
3900,Thu Jun 23 22:22:47 +0000 2016,"Public Enemy (at @CanalsideBflo in Buffalo, NY w/ @jaygerland) https://t.co/3m8Gv4VhTx",TRUE,Buffalo NY,"{'type': 'Point', 'coordinates': [-78.87863874, 42.87646729]}",BfloDude
3901,Thu Jun 23 22:18:01 +0000 2016,Drinking a Downhome Punch by @JackDaniels_US at @canalsidebflo — https://t.co/rC7WB2fEn1,TRUE,"buffalo, ny","{'type': 'Point', 'coordinates': [-78.8786, 42.8765]}",nyislanders19
3902,Thu Jun 23 21:44:33 +0000 2016,#PublicEnemy concert @ Canalside Buffalo https://t.co/Il5ZqBOHcB,TRUE,"Buffganhistan, NY","{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",PrincedOut
3903,Thu Jun 23 21:36:43 +0000 2016,About to go to see one of my favorite all time old school… https://t.co/KJ5whfLKqc,TRUE, ,"{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",djjowel20
3904,Thu Jun 23 20:32:41 +0000 2016,Come meet your new best friend! #adoptdontshop… https://t.co/Vii67XWTAQ,TRUE,Allentownie ,"{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",caitlin_9090
3905,Thu Jun 23 19:57:55 +0000 2016,Missing him💕 #tbt @ Canalside Buffalo https://t.co/enJ6oFnXJi,TRUE,,"{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",JillianSickler
3906,Thu Jun 23 14:27:06 +0000 2016,"*Turns to miranda_leone * "" I GOT THE FLIP AHH I GOT IT!!!!!!l @ Canalside Buffalo https://t.co/sERe4UksA5",TRUE,"Kenmore, NY","{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",AllisonTaylorr
3907,Thu Jun 23 14:27:02 +0000 2016,You bring the best out of me and I love everything about you. Yesterday at canal side was such… https://t.co/bebMwbnkYZ,TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",Untamed_Game
3908,Thu Jun 23 09:58:54 +0000 2016,Catch DJ PAPA TRINI this Saturday from 5-6pm...With WUFO 1080 AM ..Summer Jam @ Canalside Buffalo https://t.co/3m3x8tNEpI,TRUE,"Buffalo/ Cheektowaga, NY","{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",trinique88
3909,Thu Jun 23 04:18:04 +0000 2016,Twenty one pilots concert. twentyonepilots @ Canalside Buffalo https://t.co/CeX6XfQZKE,TRUE,Eden,"{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",BrandenJohnso10
3910,Thu Jun 23 01:12:05 +0000 2016,Stressed out that I'm not at the concert anymore #TØP @ Canalside Buffalo https://t.co/DYETa9Ul2P,TRUE,"Clarence, NY","{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",bolt_on6
3911,Thu Jun 23 00:17:30 +0000 2016,Twenty One Pilots #canalside #canalsidebuffalo #twentyonepilots #concert #buffalo #buffalony… https://t.co/r28Q3QnF9S,TRUE,,"{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",chrissoccer318
3912,Thu Jun 23 00:16:45 +0000 2016,Twenty One Pilots #canalside #canalsidebuffalo #twentyonepilots #concert #buffalo #buffalony… https://t.co/EalQdAJHtA,TRUE,,"{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",chrissoccer318
3913,Thu Jun 23 00:16:10 +0000 2016,Twenty One Pilots #canalside #canalsidebuffalo #twentyonepilots #concert #buffalo #buffalony… https://t.co/AwcdzABGyh,TRUE,,"{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",chrissoccer318
3914,Thu Jun 23 00:15:38 +0000 2016,Twenty One Pilots #canalside #canalsidebuffalo #twentyonepilots #concert #buffalo #buffalony… https://t.co/kZNSKRTmUJ,TRUE,,"{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",chrissoccer318
3915,Wed Jun 22 23:58:26 +0000 2016,today while kayaking downtown linden and i smelled the cheerios for the first time @ Canalside… https://t.co/f8y5zGEJnW,TRUE,,"{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",taylortripp14
3916,Wed Jun 22 23:26:51 +0000 2016,twentyonepilots was unlit #buffaloroadshow #ers2016 #twentyonepilots @ Canalside Buffalo https://t.co/5I7hMKqIyd,TRUE,"Napa, CA","{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",tsavage96
3917,Wed Jun 22 22:53:23 +0000 2016,Idk why I found this moment to be so hilarious. @ Canalside Buffalo https://t.co/oDQsrlgXMC,TRUE,"Tampa, FL","{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",kri5tinnn
3918,Wed Jun 22 22:12:44 +0000 2016,Such an unbelievable concert last night! Remember seeing them as an opener to an opener at the… https://t.co/rMLzZaZzMs,TRUE,,"{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",JennaNanula
3919,Wed Jun 22 22:00:42 +0000 2016,"I was gonna caption this something about how we waited in line for 2 hours but ""my taste in… https://t.co/f3IRJz8Kgq",TRUE,buffalo/utica,"{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",morganryndak
3920,Wed Jun 22 21:07:44 +0000 2016,50 hoots for one noot @ Canalside Buffalo https://t.co/VMf3xnvUel,TRUE,,"{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",noahhaney_
3921,Wed Jun 22 20:58:23 +0000 2016,This power couple is too awesome! Always down to concert with me!… https://t.co/9OS2wZyrkB,TRUE,"Lancaster, NY","{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",J_Mikows17
3922,Wed Jun 22 20:33:57 +0000 2016,#21pilots #canalside #greatestshowever @ Canalside Buffalo https://t.co/REgYd09aKP,TRUE,,"{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",lukesuleski
3923,Wed Jun 22 20:07:29 +0000 2016,"lyrical geniuses, thank you for the best most beautiful night ever |-/ #twentyonepilots… https://t.co/Bz9WxMtyfw",TRUE,"Honeoye Falls, NY","{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",maddychilds
3924,Wed Jun 22 20:05:52 +0000 2016,"Waiting all day in line was completely worth it. Number 287, 288 and 289 out of 8,500 people.… https://t.co/gcSTGPmDqy",TRUE,"Niagara Falls, NY","{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",JustinRuggiero
3925,Wed Jun 22 18:56:38 +0000 2016,What an amazing night💕 @ Canalside Buffalo https://t.co/OL52oxYeJT,TRUE,"Tonawanda, NY","{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",goyette1313
3926,Wed Jun 22 18:52:27 +0000 2016,i swear this isn't photoshop |-/ @ Canalside Buffalo https://t.co/5lK2324s7f,TRUE,,"{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",GraceLaub19
3927,Wed Jun 22 18:43:00 +0000 2016,Fear might be the death of me🎤 @ Canalside Buffalo https://t.co/RMYfPtQ6OD,TRUE,"Honeoye,NY","{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",averyfromearth
3928,Wed Jun 22 18:25:06 +0000 2016,"I wanna be known, by you |-/ @ Canalside Buffalo https://t.co/XMJHpoKFfo",TRUE,,"{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",MattKoons27
3929,Wed Jun 22 18:05:09 +0000 2016,what an experience. unbelievable grateful. I-/ twentyonepilots… https://t.co/EH6bzPyszW,TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",marissamacpeek
3930,Wed Jun 22 17:42:34 +0000 2016,One more from last night because Twenty One Pilots puts on a fantastic show @ Canalside Buffalo https://t.co/PLEloGYFtD,TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",kierrs10
3931,Wed Jun 22 17:29:55 +0000 2016,When somebody stole your car radio... #twentyonepilots #emotionalroadshow @ Canalside Buffalo https://t.co/kBFjhw7zAl,TRUE,"Clarence, NY","{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",connorcurry3
3932,Wed Jun 22 17:26:48 +0000 2016,Apparently I only post when we go to concerts but that's alright. Also I stole this from Ty's… https://t.co/nf8HKj4SZl,TRUE,St. Bonaventure,"{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",J_Underwood1
3933,Wed Jun 22 16:54:27 +0000 2016,Yesss @joshuadun twentyonepilots @ Canalside Buffalo https://t.co/vCdNzBzA9Q,TRUE,,"{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",Sara_Eagen
3934,Wed Jun 22 16:50:47 +0000 2016,"I used to say ""I wanna die before I'm old"", but because of you I… https://t.co/sUO8Zftw0t",TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",alliemarilloxo
3935,Wed Jun 22 16:46:25 +0000 2016,This was taken before things got crazy💃 @ Canalside Buffalo https://t.co/BXk5Vtz8PP,TRUE,"North Tonawanda, NY","{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",olivia_meixing
3936,Wed Jun 22 16:15:06 +0000 2016,"Exhausted &amp; Sore today from all the standing in line, dancing, singing etc. Soooooo worth it!… https://t.co/b6rELD0xvD",TRUE,"Rochester, NY","{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",smj4747
3937,Wed Jun 22 15:55:19 +0000 2016,easily the greatest concert I've been too in a long time |-/ @ Canalside Buffalo https://t.co/6gsGIgrX9t,TRUE,buff state ,"{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",ughmel
3938,Wed Jun 22 15:51:26 +0000 2016,I'm glad my friends are as weird as me @ Canalside Buffalo https://t.co/NGd0vD2bia,TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",kierrs10
3939,Wed Jun 22 15:40:06 +0000 2016,SPØT TYLER??¿¿ @ Canalside Buffalo https://t.co/yJJ4H7Iw3V,TRUE,hell,"{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",heyitsnissa_
3940,Wed Jun 22 15:36:15 +0000 2016,"When your pet and favorite band have something in common. @tylerrjoseph
@joshuadun… https://t.co/U731Vzdsxm",TRUE,,"{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",NewtTheCat19
3941,Wed Jun 22 15:27:21 +0000 2016,Catch DJ PAPA TRINI this Saturday from 5-6pm...With WUFO 1080 AM ..Summer Jam @ Canalside Buffalo https://t.co/AqsEUMsavE,TRUE,"Buffalo/ Cheektowaga, NY","{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",trinique88
3942,Wed Jun 22 14:53:39 +0000 2016,"i used tø say i wanna die beføre im øld, but because øf yøu i might think twice.… https://t.co/vDXKd0zt5C",TRUE,"Niagara Falls, NY","{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",JustinRuggiero
3943,Wed Jun 22 14:44:57 +0000 2016,I will never get over how amazing this show was. #TØP #emotionalroadshow canalsidebflo @… https://t.co/bBYbaabHaj,TRUE,NY,"{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",sassysoos
3944,Wed Jun 22 14:32:42 +0000 2016,"Fantastic show, complete party from beginning to end! #twentyonepilots #polarize #buffalo… https://t.co/3qFTVajv3A",TRUE,"Rochester, NY","{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",smj4747
3945,Wed Jun 22 14:20:10 +0000 2016,FRONT ROW at 21 Pilots last night!! Thank you to my best friend for this amazing experience 🔥🔥… https://t.co/KnMVBuOXRF,TRUE,"Rochester, NY","{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",MorganG333
3946,Wed Jun 22 14:19:42 +0000 2016,"take my hand, take my whole life too, cause I can't help falling in love with you. 💞 @ Canalside… https://t.co/iYPdH3yFzc",TRUE,probs thinking ab cage the elephant,"{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",mayday_hollie
3947,Wed Jun 22 14:08:04 +0000 2016,We don't deal with outsiders very well @ Canalside Buffalo https://t.co/tvpc2rHkcV,TRUE,cloud 9,"{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",nikkirunikki
3948,Wed Jun 22 13:50:31 +0000 2016,"It ain't the speakers that bump hearts, it's our hearts that make the beat. @ Canalside Buffalo https://t.co/G78qkDyE1f",TRUE,Pittsburgh,"{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",anners44
3949,Wed Jun 22 13:14:12 +0000 2016,"So yeah, twentyonepilots were insane! Great live show. I need to listen to more of their music!… https://t.co/cMWGzckZPM",TRUE,"Saginaw, MI and ManchVegas, NH","{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",AlanFritch
3950,Wed Jun 22 12:14:25 +0000 2016,"""Can you save my HeavyDirtySoul?"" twentyonepilots @ Canalside Buffalo https://t.co/Z6b7ngooiu",TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",dominic_hannon
3951,Wed Jun 22 11:21:15 +0000 2016,"They played in the crowd, ran in a zorb across people,climbed some… https://t.co/3jfwUmrUnP",TRUE,"Lancaster, NY","{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",J_Mikows17
3952,Wed Jun 22 09:42:37 +0000 2016,Just posted a photo @ Canalside Buffalo https://t.co/1nUbBxZqC3,FALSE,she/her • 21,"{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",canalslive
3953,Wed Jun 22 05:46:39 +0000 2016,Flips and tricks 👌🏻😎 twentyonepilots #canalside #buffalo #emotionalroadshowtour @ Canalside Buffalo https://t.co/J8ydk3WU07,TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",mylifeasviolet
3954,Wed Jun 22 05:35:07 +0000 2016,|-/ @ Canalside Buffalo https://t.co/Y8lPtg9B3R,TRUE,New York,"{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",kjmoore97
3955,Wed Jun 22 05:21:06 +0000 2016,now i know why its called the EMOTIONAL roadshow  #tøp @ Canalside Buffalo https://t.co/KG2qqYgFXy,TRUE,"Niagara Falls, NY","{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",quasieclarke12
3956,Wed Jun 22 04:59:12 +0000 2016,Say 'Cheese!' 😁 @lmergy31 nonamenadine #saycheese #smile #canalside #buffalony #buffalo @… https://t.co/pg5rWbGf3d,TRUE,"📍Buffalo, NY","{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",theroguewolf
3957,Wed Jun 22 04:58:14 +0000 2016,TØP was incredible. Second best concert of my life. (Ed Sheeran… https://t.co/I3Rgn7XVh4,TRUE,,"{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",jessieeannee
3958,Wed Jun 22 04:43:13 +0000 2016,Your fav models took Twenty One Pilots @ Canalside Buffalo https://t.co/UC6uPADHpD,TRUE,,"{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",catiejos
3959,Wed Jun 22 04:20:35 +0000 2016,twenty one pilots was absolutely amazing w/ these pals ❣ @ Canalside Buffalo https://t.co/Q11msh4FgX,TRUE,buff state ,"{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",ughmel
3960,Wed Jun 22 04:05:06 +0000 2016,twentyonepilots @ Canalside Buffalo https://t.co/fCibOFjRzS,FALSE,"Buffalo, NY // υв ‘22","{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",hannahtrolleyyy
3961,Wed Jun 22 04:03:29 +0000 2016,So excuse us while we sing to the sky🌙 @ Canalside Buffalo https://t.co/H487hCiUSg,TRUE,,"{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",rachelswiatek
3962,Wed Jun 22 04:03:06 +0000 2016,Thank you for my life. @ Canalside Buffalo https://t.co/uR2KVpuKgx,TRUE,RIT,"{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",QuinnGG
3963,Wed Jun 22 03:54:49 +0000 2016,God-like status. twentyonepilots  Thank you for the most amazing show I have ever been to. @… https://t.co/DlnqH9DlKg,TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",mylifeasviolet
3964,Wed Jun 22 03:52:29 +0000 2016,We waited in the longest line ever but we made it #tøp @ Canalside… https://t.co/i1M94YcPQv,TRUE,Hilbert College ‘20,"{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",sarahburkeee
3965,Wed Jun 22 03:44:58 +0000 2016,what a night// 6•21•2016 #TwentyOnePilots @ Canalside Buffalo https://t.co/Vp1oy3OiTe,TRUE,,"{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",ashleyylavis
3966,Wed Jun 22 03:40:29 +0000 2016,This is no zoom. Right in front of me. Holy lord Josh 😍😍😍 best nigh of my life hands down #Tøp… https://t.co/aZ9WlxOTNw,TRUE,"LeRoy, New York","{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",Alison_Diskin
3967,Wed Jun 22 03:35:40 +0000 2016,"""We're Twenty One Pilots, and so are you!"" 😍😍😍 @ Canalside Buffalo https://t.co/n40JiblBUa",TRUE,,"{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",EWelton21
3968,Wed Jun 22 03:30:54 +0000 2016,twentyonepilots with my bff❤️ @ Canalside Buffalo https://t.co/NeWCsPSRy3,TRUE,Millennium Tattoo,"{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",AshLeCastre
3969,Wed Jun 22 03:26:44 +0000 2016,Best. Concert. This. Summer. #TØP @ Canalside Buffalo https://t.co/SP5IwRRfcI,TRUE,NY,"{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",sassysoos
3970,Wed Jun 22 03:26:38 +0000 2016,"Living life øn the dangerøus side I see, Tyler.
-
@tylerrjoseph 
-
#emotionalroadshow… https://t.co/cbN3yy3POt",TRUE,"New York, USA","{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",Mcemi_
3971,Wed Jun 22 03:21:56 +0000 2016,Even though I watched most of the show through other peoples' cell phones tonight was still a… https://t.co/zXk9mUdrub,TRUE,,"{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",dominique_m_c
3972,Wed Jun 22 03:20:25 +0000 2016,The emotional roadshow sure was very emotional. Thank you for… https://t.co/lVEzP2cCQQ,TRUE,💗💜💙,"{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",ashkleind
3973,Wed Jun 22 03:18:50 +0000 2016,"døn't let me be gøne
-
twentyonepilots @tylerrjoseph @joshuadun 
-
#emotionalroadshow… https://t.co/PxXz5loYTz",TRUE,"New York, USA","{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",Mcemi_
3974,Wed Jun 22 03:18:15 +0000 2016,Waited for 12 hours to be front row for Twenty One Pilots for the… https://t.co/LPgO6QV3Lm,TRUE,probably at a show,"{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",kper24
3975,Wed Jun 22 03:15:09 +0000 2016,I am speechless. I can not believe my eyes. I love this band with my… https://t.co/GOuEAnrZnu,TRUE,||-//,"{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",MariahHowe
3976,Wed Jun 22 03:13:32 +0000 2016,my taste in music is your FACE @ Canalside Buffalo https://t.co/YOm8bkQPUq,TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",kierrs10
3977,Wed Jun 22 03:13:00 +0000 2016,Trees // Twenty One Pilots. What an amazing concert🤘🏼 @tylerrjoseph @joshuadun twentyonepilots @… https://t.co/XrJdzxv363,TRUE,"North Carolina, USA","{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",Ryannnn_13
3978,Wed Jun 22 03:09:31 +0000 2016,emotional roadshow @ Canalside Buffalo https://t.co/4tvCGrIo80,TRUE,niagara catholic,"{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",jillianlambb
3979,Wed Jun 22 03:01:22 +0000 2016,My whole body hurts and I'm very dehydrated but it was all worth it.… https://t.co/9c4xLMObhk,TRUE,"Rochester, NY","{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",skiley16
3980,Wed Jun 22 02:55:53 +0000 2016,"Domingo en fuego, I think I lost my halo 🤘🏼🎶 @ Canalside Buffalo https://t.co/AWlGPYCnwd",TRUE,,"{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",myranosaurusrex
3981,Wed Jun 22 02:53:13 +0000 2016,|-/ 6.21.16 @ Canalside Buffalo https://t.co/p5JYbyjzhx,TRUE,,"{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",MicheleHFrost
3982,Wed Jun 22 02:52:22 +0000 2016,few • prøud • emøtiønal @ Canalside Buffalo https://t.co/KRUK10eIZl,TRUE,Roc•Buff•♓️,"{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",emsmith62
3983,Wed Jun 22 02:47:53 +0000 2016,"I'm a goner, somebody catch my breath. @ Canalside Buffalo https://t.co/N3hRcwA12a",TRUE,The back of an El Camino,"{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",KimthePerson
3984,Wed Jun 22 01:53:10 +0000 2016,shout out to anyone who saw this band at Mohawk Place so many years ago. how things change @… https://t.co/pDIno9l5yz,TRUE,"Buffalo-Rochester-Syracuse, NY","{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",AfterDarkEvents
3985,Wed Jun 22 01:31:40 +0000 2016,Just posted a video @ Canalside Buffalo https://t.co/LQEvH1mfcl,TRUE,"Buffalo-Rochester-Syracuse, NY","{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",AfterDarkEvents
3986,Wed Jun 22 01:21:15 +0000 2016,twenty one pilots - emotional road show - sold out @ Canalside Buffalo https://t.co/2aNAcGRFmW,TRUE,"Buffalo-Rochester-Syracuse, NY","{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",AfterDarkEvents
3987,Wed Jun 22 01:01:12 +0000 2016,21 Pilots!!   #canalsidebuffalo #buffalove @ Canalside Buffalo https://t.co/jmsHFECWSA,TRUE,,"{'type': 'Point', 'coordinates': [-78.87852535, 42.87710492]}",jungaro18
3988,Wed Jun 22 00:59:59 +0000 2016,"Great sound, so-so view from outside the fence. #twentyonepilots (at @CanalsideBflo for Twenty One Pilots + more) https://t.co/mmciYmKhb5",TRUE,"OFW - Buffalo, NY","{'type': 'Point', 'coordinates': [-78.87863874, 42.87646729]}",AdamMcG_716
3989,Wed Jun 22 00:59:59 +0000 2016,"Great sound, so-so view from outside the fence. #twentyonepilots (at @CanalsideBflo for Twenty One Pilots + more) https://t.co/mmciYmKhb5",TRUE,"OFW - Buffalo, NY","{'type': 'Point', 'coordinates': [-78.87863874, 42.87646729]}",AdamMcG_716
